ibge_code,city_name,state_code,state_name,city_state_pair,city_name_no_accent
4106456,Coronel Domingos Soares,PR,Paraná,"Coronel Domingos Soares, PR",Coronel Domingos Soares
4106506,Coronel Vivida,PR,Paraná,"Coronel Vivida, PR",Coronel Vivida
4106555,Corumbataí Do Sul,PR,Paraná,"Corumbataí Do Sul, PR",Corumbatai Do Sul
4106571,Cruzeiro Do Iguaçu,PR,Paraná,"Cruzeiro Do Iguaçu, PR",Cruzeiro Do Iguacu
4106605,Cruzeiro Do Oeste,PR,Paraná,"Cruzeiro Do Oeste, PR",Cruzeiro Do Oeste
4106704,Cruzeiro Do Sul,PR,Paraná,"Cruzeiro Do Sul, PR",Cruzeiro Do Sul
4106803,Cruz Machado,PR,Paraná,"Cruz Machado, PR",Cruz Machado
4106852,Cruzmaltina,PR,Paraná,"Cruzmaltina, PR",Cruzmaltina
4106902,Curitiba,PR,Paraná,"Curitiba, PR",Curitiba
4107009,Curiúva,PR,Paraná,"Curiúva, PR",Curiuva
4107108,Diamante Do Norte,PR,Paraná,"Diamante Do Norte, PR",Diamante Do Norte
4107124,Diamante Do Sul,PR,Paraná,"Diamante Do Sul, PR",Diamante Do Sul
4107157,Diamante D'Oeste,PR,Paraná,"Diamante D'Oeste, PR",Diamante D'Oeste
4107207,Dois Vizinhos,PR,Paraná,"Dois Vizinhos, PR",Dois Vizinhos
4107256,Douradina,PR,Paraná,"Douradina, PR",Douradina
4107306,Doutor Camargo,PR,Paraná,"Doutor Camargo, PR",Doutor Camargo
4107405,Enéas Marques,PR,Paraná,"Enéas Marques, PR",Eneas Marques
4107504,Engenheiro Beltrão,PR,Paraná,"Engenheiro Beltrão, PR",Engenheiro Beltrao
4107520,Esperança Nova,PR,Paraná,"Esperança Nova, PR",Esperanca Nova
4107538,Entre Rios Do Oeste,PR,Paraná,"Entre Rios Do Oeste, PR",Entre Rios Do Oeste
4107546,Espigão Alto Do Iguaçu,PR,Paraná,"Espigão Alto Do Iguaçu, PR",Espigao Alto Do Iguacu
4107553,Farol,PR,Paraná,"Farol, PR",Farol
4107603,Faxinal,PR,Paraná,"Faxinal, PR",Faxinal
4107652,Fazenda Rio Grande,PR,Paraná,"Fazenda Rio Grande, PR",Fazenda Rio Grande
4107702,Fênix,PR,Paraná,"Fênix, PR",Fenix
4107736,Fernandes Pinheiro,PR,Paraná,"Fernandes Pinheiro, PR",Fernandes Pinheiro
4107751,Figueira,PR,Paraná,"Figueira, PR",Figueira
4107801,Floraí,PR,Paraná,"Floraí, PR",Florai
4107850,Flor Da Serra Do Sul,PR,Paraná,"Flor Da Serra Do Sul, PR",Flor Da Serra Do Sul
4107900,Floresta,PR,Paraná,"Floresta, PR",Floresta
4108007,Florestópolis,PR,Paraná,"Florestópolis, PR",Florestopolis
4108106,Flórida,PR,Paraná,"Flórida, PR",Florida
4108205,Formosa Do Oeste,PR,Paraná,"Formosa Do Oeste, PR",Formosa Do Oeste
4108304,Foz Do Iguaçu,PR,Paraná,"Foz Do Iguaçu, PR",Foz Do Iguacu
4108320,Francisco Alves,PR,Paraná,"Francisco Alves, PR",Francisco Alves
4108403,Francisco Beltrão,PR,Paraná,"Francisco Beltrão, PR",Francisco Beltrao
4108452,Foz Do Jordão,PR,Paraná,"Foz Do Jordão, PR",Foz Do Jordao
4108502,General Carneiro,PR,Paraná,"General Carneiro, PR",General Carneiro
4108551,Godoy Moreira,PR,Paraná,"Godoy Moreira, PR",Godoy Moreira
4108601,Goioerê,PR,Paraná,"Goioerê, PR",Goioere
4108650,Goioxim,PR,Paraná,"Goioxim, PR",Goioxim
4108700,Grandes Rios,PR,Paraná,"Grandes Rios, PR",Grandes Rios
4108809,Guaíra,PR,Paraná,"Guaíra, PR",Guaira
4108908,Guairaçá,PR,Paraná,"Guairaçá, PR",Guairaca
4108957,Guamiranga,PR,Paraná,"Guamiranga, PR",Guamiranga
4109005,Guapirama,PR,Paraná,"Guapirama, PR",Guapirama
4109104,Guaporema,PR,Paraná,"Guaporema, PR",Guaporema
4109203,Guaraci,PR,Paraná,"Guaraci, PR",Guaraci
4109302,Guaraniaçu,PR,Paraná,"Guaraniaçu, PR",Guaraniacu
4109401,Guarapuava,PR,Paraná,"Guarapuava, PR",Guarapuava
4109500,Guaraqueçaba,PR,Paraná,"Guaraqueçaba, PR",Guaraquecaba
4109609,Guaratuba,PR,Paraná,"Guaratuba, PR",Guaratuba
4109658,Honório Serpa,PR,Paraná,"Honório Serpa, PR",Honorio Serpa
4109708,Ibaiti,PR,Paraná,"Ibaiti, PR",Ibaiti
4109757,Ibema,PR,Paraná,"Ibema, PR",Ibema
4109807,Ibiporã,PR,Paraná,"Ibiporã, PR",Ibipora
4109906,Icaraíma,PR,Paraná,"Icaraíma, PR",Icaraima
4110003,Iguaraçu,PR,Paraná,"Iguaraçu, PR",Iguaracu
4110052,Iguatu,PR,Paraná,"Iguatu, PR",Iguatu
4110078,Imbaú,PR,Paraná,"Imbaú, PR",Imbau
4110102,Imbituva,PR,Paraná,"Imbituva, PR",Imbituva
4110201,Inácio Martins,PR,Paraná,"Inácio Martins, PR",Inacio Martins
4110300,Inajá,PR,Paraná,"Inajá, PR",Inaja
4110409,Indianópolis,PR,Paraná,"Indianópolis, PR",Indianopolis
4110508,Ipiranga,PR,Paraná,"Ipiranga, PR",Ipiranga
4110607,Iporã,PR,Paraná,"Iporã, PR",Ipora
4110656,Iracema Do Oeste,PR,Paraná,"Iracema Do Oeste, PR",Iracema Do Oeste
4110706,Irati,PR,Paraná,"Irati, PR",Irati
4110805,Iretama,PR,Paraná,"Iretama, PR",Iretama
4110904,Itaguajé,PR,Paraná,"Itaguajé, PR",Itaguaje
4110953,Itaipulândia,PR,Paraná,"Itaipulândia, PR",Itaipulandia
4111001,Itambaracá,PR,Paraná,"Itambaracá, PR",Itambaraca
4111100,Itambé,PR,Paraná,"Itambé, PR",Itambe
4111209,Itapejara D'Oeste,PR,Paraná,"Itapejara D'Oeste, PR",Itapejara D'Oeste
4111258,Itaperuçu,PR,Paraná,"Itaperuçu, PR",Itaperucu
4111308,Itaúna Do Sul,PR,Paraná,"Itaúna Do Sul, PR",Itauna Do Sul
4111407,Ivaí,PR,Paraná,"Ivaí, PR",Ivai
4111506,Ivaiporã,PR,Paraná,"Ivaiporã, PR",Ivaipora
4111555,Ivaté,PR,Paraná,"Ivaté, PR",Ivate
4111605,Ivatuba,PR,Paraná,"Ivatuba, PR",Ivatuba
4111704,Jaboti,PR,Paraná,"Jaboti, PR",Jaboti
4111803,Jacarezinho,PR,Paraná,"Jacarezinho, PR",Jacarezinho
4111902,Jaguapitã,PR,Paraná,"Jaguapitã, PR",Jaguapita
4112009,Jaguariaíva,PR,Paraná,"Jaguariaíva, PR",Jaguariaiva
4112108,Jandaia Do Sul,PR,Paraná,"Jandaia Do Sul, PR",Jandaia Do Sul
4112207,Janiópolis,PR,Paraná,"Janiópolis, PR",Janiopolis
4112306,Japira,PR,Paraná,"Japira, PR",Japira
4112405,Japurá,PR,Paraná,"Japurá, PR",Japura
4112504,Jardim Alegre,PR,Paraná,"Jardim Alegre, PR",Jardim Alegre
4112603,Jardim Olinda,PR,Paraná,"Jardim Olinda, PR",Jardim Olinda
4112702,Jataizinho,PR,Paraná,"Jataizinho, PR",Jataizinho
4112751,Jesuítas,PR,Paraná,"Jesuítas, PR",Jesuitas
4112801,Joaquim Távora,PR,Paraná,"Joaquim Távora, PR",Joaquim Tavora
4112900,Jundiaí Do Sul,PR,Paraná,"Jundiaí Do Sul, PR",Jundiai Do Sul
4112959,Juranda,PR,Paraná,"Juranda, PR",Juranda
4113007,Jussara,PR,Paraná,"Jussara, PR",Jussara
4113106,Kaloré,PR,Paraná,"Kaloré, PR",Kalore
4113205,Lapa,PR,Paraná,"Lapa, PR",Lapa
4113254,Laranjal,PR,Paraná,"Laranjal, PR",Laranjal
4113304,Laranjeiras Do Sul,PR,Paraná,"Laranjeiras Do Sul, PR",Laranjeiras Do Sul
4113403,Leópolis,PR,Paraná,"Leópolis, PR",Leopolis
4113429,Lidianópolis,PR,Paraná,"Lidianópolis, PR",Lidianopolis
4113452,Lindoeste,PR,Paraná,"Lindoeste, PR",Lindoeste
4113502,Loanda,PR,Paraná,"Loanda, PR",Loanda
4113601,Lobato,PR,Paraná,"Lobato, PR",Lobato
4113700,Londrina,PR,Paraná,"Londrina, PR",Londrina
4113734,Luiziana,PR,Paraná,"Luiziana, PR",Luiziana
4113759,Lunardelli,PR,Paraná,"Lunardelli, PR",Lunardelli
4113809,Lupionópolis,PR,Paraná,"Lupionópolis, PR",Lupionopolis
4113908,Mallet,PR,Paraná,"Mallet, PR",Mallet
4114005,Mamborê,PR,Paraná,"Mamborê, PR",Mambore
4114104,Mandaguaçu,PR,Paraná,"Mandaguaçu, PR",Mandaguacu
4114203,Mandaguari,PR,Paraná,"Mandaguari, PR",Mandaguari
4114302,Mandirituba,PR,Paraná,"Mandirituba, PR",Mandirituba
4114351,Manfrinópolis,PR,Paraná,"Manfrinópolis, PR",Manfrinopolis
4114401,Mangueirinha,PR,Paraná,"Mangueirinha, PR",Mangueirinha
4114500,Manoel Ribas,PR,Paraná,"Manoel Ribas, PR",Manoel Ribas
4114609,Marechal Cândido Rondon,PR,Paraná,"Marechal Cândido Rondon, PR",Marechal Candido Rondon
4114708,Maria Helena,PR,Paraná,"Maria Helena, PR",Maria Helena
4114807,Marialva,PR,Paraná,"Marialva, PR",Marialva
4114906,Marilândia Do Sul,PR,Paraná,"Marilândia Do Sul, PR",Marilandia Do Sul
4115002,Marilena,PR,Paraná,"Marilena, PR",Marilena
4115101,Mariluz,PR,Paraná,"Mariluz, PR",Mariluz
4115200,Maringá,PR,Paraná,"Maringá, PR",Maringa
4115309,Mariópolis,PR,Paraná,"Mariópolis, PR",Mariopolis
4115358,Maripá,PR,Paraná,"Maripá, PR",Maripa
4115408,Marmeleiro,PR,Paraná,"Marmeleiro, PR",Marmeleiro
4115457,Marquinho,PR,Paraná,"Marquinho, PR",Marquinho
4115507,Marumbi,PR,Paraná,"Marumbi, PR",Marumbi
4115606,Matelândia,PR,Paraná,"Matelândia, PR",Matelandia
4115705,Matinhos,PR,Paraná,"Matinhos, PR",Matinhos
4115739,Mato Rico,PR,Paraná,"Mato Rico, PR",Mato Rico
4115754,Mauá Da Serra,PR,Paraná,"Mauá Da Serra, PR",Maua Da Serra
4115804,Medianeira,PR,Paraná,"Medianeira, PR",Medianeira
4115853,Mercedes,PR,Paraná,"Mercedes, PR",Mercedes
4115903,Mirador,PR,Paraná,"Mirador, PR",Mirador
4116000,Miraselva,PR,Paraná,"Miraselva, PR",Miraselva
4116059,Missal,PR,Paraná,"Missal, PR",Missal
4116109,Moreira Sales,PR,Paraná,"Moreira Sales, PR",Moreira Sales
4116208,Morretes,PR,Paraná,"Morretes, PR",Morretes
4116307,Munhoz De Melo,PR,Paraná,"Munhoz De Melo, PR",Munhoz De Melo
4116406,Nossa Senhora Das Graças,PR,Paraná,"Nossa Senhora Das Graças, PR",Nossa Senhora Das Gracas
4116505,Nova Aliança Do Ivaí,PR,Paraná,"Nova Aliança Do Ivaí, PR",Nova Alianca Do Ivai
4116604,Nova América Da Colina,PR,Paraná,"Nova América Da Colina, PR",Nova America Da Colina
4116703,Nova Aurora,PR,Paraná,"Nova Aurora, PR",Nova Aurora
4116802,Nova Cantu,PR,Paraná,"Nova Cantu, PR",Nova Cantu
4116901,Nova Esperança,PR,Paraná,"Nova Esperança, PR",Nova Esperanca
4116950,Nova Esperança Do Sudoeste,PR,Paraná,"Nova Esperança Do Sudoeste, PR",Nova Esperanca Do Sudoeste
4117008,Nova Fátima,PR,Paraná,"Nova Fátima, PR",Nova Fatima
4117057,Nova Laranjeiras,PR,Paraná,"Nova Laranjeiras, PR",Nova Laranjeiras
4117107,Nova Londrina,PR,Paraná,"Nova Londrina, PR",Nova Londrina
4117206,Nova Olímpia,PR,Paraná,"Nova Olímpia, PR",Nova Olimpia
4117214,Nova Santa Bárbara,PR,Paraná,"Nova Santa Bárbara, PR",Nova Santa Barbara
4117222,Nova Santa Rosa,PR,Paraná,"Nova Santa Rosa, PR",Nova Santa Rosa
4117255,Nova Prata Do Iguaçu,PR,Paraná,"Nova Prata Do Iguaçu, PR",Nova Prata Do Iguacu
4117271,Nova Tebas,PR,Paraná,"Nova Tebas, PR",Nova Tebas
4117297,Novo Itacolomi,PR,Paraná,"Novo Itacolomi, PR",Novo Itacolomi
4117305,Ortigueira,PR,Paraná,"Ortigueira, PR",Ortigueira
4117404,Ourizona,PR,Paraná,"Ourizona, PR",Ourizona
4117453,Ouro Verde Do Oeste,PR,Paraná,"Ouro Verde Do Oeste, PR",Ouro Verde Do Oeste
4117503,Paiçandu,PR,Paraná,"Paiçandu, PR",Paicandu
4117602,Palmas,PR,Paraná,"Palmas, PR",Palmas
4117701,Palmeira,PR,Paraná,"Palmeira, PR",Palmeira
4117800,Palmital,PR,Paraná,"Palmital, PR",Palmital
4117909,Palotina,PR,Paraná,"Palotina, PR",Palotina
4118006,Paraíso Do Norte,PR,Paraná,"Paraíso Do Norte, PR",Paraiso Do Norte
4118105,Paranacity,PR,Paraná,"Paranacity, PR",Paranacity
4118204,Paranaguá,PR,Paraná,"Paranaguá, PR",Paranagua
4118303,Paranapoema,PR,Paraná,"Paranapoema, PR",Paranapoema
4118402,Paranavaí,PR,Paraná,"Paranavaí, PR",Paranavai
4118451,Pato Bragado,PR,Paraná,"Pato Bragado, PR",Pato Bragado
4118501,Pato Branco,PR,Paraná,"Pato Branco, PR",Pato Branco
4118600,Paula Freitas,PR,Paraná,"Paula Freitas, PR",Paula Freitas
4118709,Paulo Frontin,PR,Paraná,"Paulo Frontin, PR",Paulo Frontin
4118808,Peabiru,PR,Paraná,"Peabiru, PR",Peabiru
4118857,Perobal,PR,Paraná,"Perobal, PR",Perobal
4118907,Pérola,PR,Paraná,"Pérola, PR",Perola
4119004,Pérola D'Oeste,PR,Paraná,"Pérola D'Oeste, PR",Perola D'Oeste
4119103,Piên,PR,Paraná,"Piên, PR",Pien
4119152,Pinhais,PR,Paraná,"Pinhais, PR",Pinhais
4119202,Pinhalão,PR,Paraná,"Pinhalão, PR",Pinhalao
4119251,Pinhal De São Bento,PR,Paraná,"Pinhal De São Bento, PR",Pinhal De Sao Bento
4119301,Pinhão,PR,Paraná,"Pinhão, PR",Pinhao
4119400,Piraí Do Sul,PR,Paraná,"Piraí Do Sul, PR",Pirai Do Sul
4119509,Piraquara,PR,Paraná,"Piraquara, PR",Piraquara
4119608,Pitanga,PR,Paraná,"Pitanga, PR",Pitanga
4119657,Pitangueiras,PR,Paraná,"Pitangueiras, PR",Pitangueiras
4119707,Planaltina Do Paraná,PR,Paraná,"Planaltina Do Paraná, PR",Planaltina Do Parana
4119806,Planalto,PR,Paraná,"Planalto, PR",Planalto
4119905,Ponta Grossa,PR,Paraná,"Ponta Grossa, PR",Ponta Grossa
4119954,Pontal Do Paraná,PR,Paraná,"Pontal Do Paraná, PR",Pontal Do Parana
4120002,Porecatu,PR,Paraná,"Porecatu, PR",Porecatu
4120101,Porto Amazonas,PR,Paraná,"Porto Amazonas, PR",Porto Amazonas
4120150,Porto Barreiro,PR,Paraná,"Porto Barreiro, PR",Porto Barreiro
4120200,Porto Rico,PR,Paraná,"Porto Rico, PR",Porto Rico
4120309,Porto Vitória,PR,Paraná,"Porto Vitória, PR",Porto Vitoria
4120333,Prado Ferreira,PR,Paraná,"Prado Ferreira, PR",Prado Ferreira
4120358,Pranchita,PR,Paraná,"Pranchita, PR",Pranchita
4120408,Presidente Castelo Branco,PR,Paraná,"Presidente Castelo Branco, PR",Presidente Castelo Branco
4120507,Primeiro De Maio,PR,Paraná,"Primeiro De Maio, PR",Primeiro De Maio
4120606,Prudentópolis,PR,Paraná,"Prudentópolis, PR",Prudentopolis
4120655,Quarto Centenário,PR,Paraná,"Quarto Centenário, PR",Quarto Centenario
4120705,Quatiguá,PR,Paraná,"Quatiguá, PR",Quatigua
4120804,Quatro Barras,PR,Paraná,"Quatro Barras, PR",Quatro Barras
4120853,Quatro Pontes,PR,Paraná,"Quatro Pontes, PR",Quatro Pontes
4120903,Quedas Do Iguaçu,PR,Paraná,"Quedas Do Iguaçu, PR",Quedas Do Iguacu
4121000,Querência Do Norte,PR,Paraná,"Querência Do Norte, PR",Querencia Do Norte
4121109,Quinta Do Sol,PR,Paraná,"Quinta Do Sol, PR",Quinta Do Sol
4121208,Quitandinha,PR,Paraná,"Quitandinha, PR",Quitandinha
4121257,Ramilândia,PR,Paraná,"Ramilândia, PR",Ramilandia
4121307,Rancho Alegre,PR,Paraná,"Rancho Alegre, PR",Rancho Alegre
4121356,Rancho Alegre D'Oeste,PR,Paraná,"Rancho Alegre D'Oeste, PR",Rancho Alegre D'Oeste
4121406,Realeza,PR,Paraná,"Realeza, PR",Realeza
4121505,Rebouças,PR,Paraná,"Rebouças, PR",Reboucas
4121604,Renascença,PR,Paraná,"Renascença, PR",Renascenca
4121703,Reserva,PR,Paraná,"Reserva, PR",Reserva
4121752,Reserva Do Iguaçu,PR,Paraná,"Reserva Do Iguaçu, PR",Reserva Do Iguacu
4121802,Ribeirão Claro,PR,Paraná,"Ribeirão Claro, PR",Ribeirao Claro
4121901,Ribeirão Do Pinhal,PR,Paraná,"Ribeirão Do Pinhal, PR",Ribeirao Do Pinhal
4122008,Rio Azul,PR,Paraná,"Rio Azul, PR",Rio Azul
4122107,Rio Bom,PR,Paraná,"Rio Bom, PR",Rio Bom
4122156,Rio Bonito Do Iguaçu,PR,Paraná,"Rio Bonito Do Iguaçu, PR",Rio Bonito Do Iguacu
4122172,Rio Branco Do Ivaí,PR,Paraná,"Rio Branco Do Ivaí, PR",Rio Branco Do Ivai
4122206,Rio Branco Do Sul,PR,Paraná,"Rio Branco Do Sul, PR",Rio Branco Do Sul
4122305,Rio Negro,PR,Paraná,"Rio Negro, PR",Rio Negro
4122404,Rolândia,PR,Paraná,"Rolândia, PR",Rolandia
4122503,Roncador,PR,Paraná,"Roncador, PR",Roncador
4122602,Rondon,PR,Paraná,"Rondon, PR",Rondon
4122651,Rosário Do Ivaí,PR,Paraná,"Rosário Do Ivaí, PR",Rosario Do Ivai
4122701,Sabáudia,PR,Paraná,"Sabáudia, PR",Sabaudia
4122800,Salgado Filho,PR,Paraná,"Salgado Filho, PR",Salgado Filho
4122909,Salto Do Itararé,PR,Paraná,"Salto Do Itararé, PR",Salto Do Itarare
4123006,Salto Do Lontra,PR,Paraná,"Salto Do Lontra, PR",Salto Do Lontra
4123105,Santa Amélia,PR,Paraná,"Santa Amélia, PR",Santa Amelia
4123204,Santa Cecília Do Pavão,PR,Paraná,"Santa Cecília Do Pavão, PR",Santa Cecilia Do Pavao
4123303,Santa Cruz De Monte Castelo,PR,Paraná,"Santa Cruz De Monte Castelo, PR",Santa Cruz De Monte Castelo
4123402,Santa Fé,PR,Paraná,"Santa Fé, PR",Santa Fe
4123501,Santa Helena,PR,Paraná,"Santa Helena, PR",Santa Helena
4123600,Santa Inês,PR,Paraná,"Santa Inês, PR",Santa Ines
4123709,Santa Isabel Do Ivaí,PR,Paraná,"Santa Isabel Do Ivaí, PR",Santa Isabel Do Ivai
4123808,Santa Izabel Do Oeste,PR,Paraná,"Santa Izabel Do Oeste, PR",Santa Izabel Do Oeste
4123824,Santa Lúcia,PR,Paraná,"Santa Lúcia, PR",Santa Lucia
4123857,Santa Maria Do Oeste,PR,Paraná,"Santa Maria Do Oeste, PR",Santa Maria Do Oeste
4123907,Santa Mariana,PR,Paraná,"Santa Mariana, PR",Santa Mariana
4123956,Santa Mônica,PR,Paraná,"Santa Mônica, PR",Santa Monica
4124004,Santana Do Itararé,PR,Paraná,"Santana Do Itararé, PR",Santana Do Itarare
4124020,Santa Tereza Do Oeste,PR,Paraná,"Santa Tereza Do Oeste, PR",Santa Tereza Do Oeste
4124053,Santa Terezinha De Itaipu,PR,Paraná,"Santa Terezinha De Itaipu, PR",Santa Terezinha De Itaipu
4124103,Santo Antônio Da Platina,PR,Paraná,"Santo Antônio Da Platina, PR",Santo Antonio Da Platina
4124202,Santo Antônio Do Caiuá,PR,Paraná,"Santo Antônio Do Caiuá, PR",Santo Antonio Do Caiua
4124301,Santo Antônio Do Paraíso,PR,Paraná,"Santo Antônio Do Paraíso, PR",Santo Antonio Do Paraiso
4124400,Santo Antônio Do Sudoeste,PR,Paraná,"Santo Antônio Do Sudoeste, PR",Santo Antonio Do Sudoeste
4124509,Santo Inácio,PR,Paraná,"Santo Inácio, PR",Santo Inacio
4124608,São Carlos Do Ivaí,PR,Paraná,"São Carlos Do Ivaí, PR",Sao Carlos Do Ivai
4124707,São Jerônimo Da Serra,PR,Paraná,"São Jerônimo Da Serra, PR",Sao Jeronimo Da Serra
4124806,São João,PR,Paraná,"São João, PR",Sao Joao
4124905,São João Do Caiuá,PR,Paraná,"São João Do Caiuá, PR",Sao Joao Do Caiua
4125001,São João Do Ivaí,PR,Paraná,"São João Do Ivaí, PR",Sao Joao Do Ivai
4125100,São João Do Triunfo,PR,Paraná,"São João Do Triunfo, PR",Sao Joao Do Triunfo
4125209,São Jorge D'Oeste,PR,Paraná,"São Jorge D'Oeste, PR",Sao Jorge D'Oeste
4125308,São Jorge Do Ivaí,PR,Paraná,"São Jorge Do Ivaí, PR",Sao Jorge Do Ivai
4125357,São Jorge Do Patrocínio,PR,Paraná,"São Jorge Do Patrocínio, PR",Sao Jorge Do Patrocinio
4125407,São José Da Boa Vista,PR,Paraná,"São José Da Boa Vista, PR",Sao Jose Da Boa Vista
4125456,São José Das Palmeiras,PR,Paraná,"São José Das Palmeiras, PR",Sao Jose Das Palmeiras
4125506,São José Dos Pinhais,PR,Paraná,"São José Dos Pinhais, PR",Sao Jose Dos Pinhais
4125555,São Manoel Do Paraná,PR,Paraná,"São Manoel Do Paraná, PR",Sao Manoel Do Parana
4125605,São Mateus Do Sul,PR,Paraná,"São Mateus Do Sul, PR",Sao Mateus Do Sul
4125704,São Miguel Do Iguaçu,PR,Paraná,"São Miguel Do Iguaçu, PR",Sao Miguel Do Iguacu
4125753,São Pedro Do Iguaçu,PR,Paraná,"São Pedro Do Iguaçu, PR",Sao Pedro Do Iguacu
4125803,São Pedro Do Ivaí,PR,Paraná,"São Pedro Do Ivaí, PR",Sao Pedro Do Ivai
4125902,São Pedro Do Paraná,PR,Paraná,"São Pedro Do Paraná, PR",Sao Pedro Do Parana
4126009,São Sebastião Da Amoreira,PR,Paraná,"São Sebastião Da Amoreira, PR",Sao Sebastiao Da Amoreira
4126108,São Tomé,PR,Paraná,"São Tomé, PR",Sao Tome
4126207,Sapopema,PR,Paraná,"Sapopema, PR",Sapopema
4126256,Sarandi,PR,Paraná,"Sarandi, PR",Sarandi
4126272,Saudade Do Iguaçu,PR,Paraná,"Saudade Do Iguaçu, PR",Saudade Do Iguacu
4126306,Sengés,PR,Paraná,"Sengés, PR",Senges
4126355,Serranópolis Do Iguaçu,PR,Paraná,"Serranópolis Do Iguaçu, PR",Serranopolis Do Iguacu
4126405,Sertaneja,PR,Paraná,"Sertaneja, PR",Sertaneja
4126504,Sertanópolis,PR,Paraná,"Sertanópolis, PR",Sertanopolis
4126603,Siqueira Campos,PR,Paraná,"Siqueira Campos, PR",Siqueira Campos
4126652,Sulina,PR,Paraná,"Sulina, PR",Sulina
4126678,Tamarana,PR,Paraná,"Tamarana, PR",Tamarana
4126702,Tamboara,PR,Paraná,"Tamboara, PR",Tamboara
4126801,Tapejara,PR,Paraná,"Tapejara, PR",Tapejara
4126900,Tapira,PR,Paraná,"Tapira, PR",Tapira
4127007,Teixeira Soares,PR,Paraná,"Teixeira Soares, PR",Teixeira Soares
4127106,Telêmaco Borba,PR,Paraná,"Telêmaco Borba, PR",Telemaco Borba
4127205,Terra Boa,PR,Paraná,"Terra Boa, PR",Terra Boa
4127304,Terra Rica,PR,Paraná,"Terra Rica, PR",Terra Rica
4127403,Terra Roxa,PR,Paraná,"Terra Roxa, PR",Terra Roxa
4127502,Tibagi,PR,Paraná,"Tibagi, PR",Tibagi
4127601,Tijucas Do Sul,PR,Paraná,"Tijucas Do Sul, PR",Tijucas Do Sul
4127700,Toledo,PR,Paraná,"Toledo, PR",Toledo
4127809,Tomazina,PR,Paraná,"Tomazina, PR",Tomazina
4127858,Três Barras Do Paraná,PR,Paraná,"Três Barras Do Paraná, PR",Tres Barras Do Parana
4127882,Tunas Do Paraná,PR,Paraná,"Tunas Do Paraná, PR",Tunas Do Parana
4127908,Tuneiras Do Oeste,PR,Paraná,"Tuneiras Do Oeste, PR",Tuneiras Do Oeste
4127957,Tupãssi,PR,Paraná,"Tupãssi, PR",Tupassi
4127965,Turvo,PR,Paraná,"Turvo, PR",Turvo
4128005,Ubiratã,PR,Paraná,"Ubiratã, PR",Ubirata
4128104,Umuarama,PR,Paraná,"Umuarama, PR",Umuarama
4128203,União Da Vitória,PR,Paraná,"União Da Vitória, PR",Uniao Da Vitoria
4128302,Uniflor,PR,Paraná,"Uniflor, PR",Uniflor
4128401,Uraí,PR,Paraná,"Uraí, PR",Urai
4128500,Wenceslau Braz,PR,Paraná,"Wenceslau Braz, PR",Wenceslau Braz
4128534,Ventania,PR,Paraná,"Ventania, PR",Ventania
4128559,Vera Cruz Do Oeste,PR,Paraná,"Vera Cruz Do Oeste, PR",Vera Cruz Do Oeste
4128609,Verê,PR,Paraná,"Verê, PR",Vere
4128625,Alto Paraíso,PR,Paraná,"Alto Paraíso, PR",Alto Paraiso
4128633,Doutor Ulysses,PR,Paraná,"Doutor Ulysses, PR",Doutor Ulysses
4128658,Virmond,PR,Paraná,"Virmond, PR",Virmond
4128708,Vitorino,PR,Paraná,"Vitorino, PR",Vitorino
4128807,Xambrê,PR,Paraná,"Xambrê, PR",Xambre
4200051,Abdon Batista,SC,Santa Catarina,"Abdon Batista, SC",Abdon Batista
4200101,Abelardo Luz,SC,Santa Catarina,"Abelardo Luz, SC",Abelardo Luz
4200200,Agrolândia,SC,Santa Catarina,"Agrolândia, SC",Agrolandia
4200309,Agronômica,SC,Santa Catarina,"Agronômica, SC",Agronomica
4200408,Água Doce,SC,Santa Catarina,"Água Doce, SC",Agua Doce
4200507,Águas De Chapecó,SC,Santa Catarina,"Águas De Chapecó, SC",Aguas De Chapeco
4200556,Águas Frias,SC,Santa Catarina,"Águas Frias, SC",Aguas Frias
4200606,Águas Mornas,SC,Santa Catarina,"Águas Mornas, SC",Aguas Mornas
4200705,Alfredo Wagner,SC,Santa Catarina,"Alfredo Wagner, SC",Alfredo Wagner
4200754,Alto Bela Vista,SC,Santa Catarina,"Alto Bela Vista, SC",Alto Bela Vista
4200804,Anchieta,SC,Santa Catarina,"Anchieta, SC",Anchieta
4200903,Angelina,SC,Santa Catarina,"Angelina, SC",Angelina
4201000,Anita Garibaldi,SC,Santa Catarina,"Anita Garibaldi, SC",Anita Garibaldi
4201109,Anitápolis,SC,Santa Catarina,"Anitápolis, SC",Anitapolis
4201208,Antônio Carlos,SC,Santa Catarina,"Antônio Carlos, SC",Antonio Carlos
4201257,Apiúna,SC,Santa Catarina,"Apiúna, SC",Apiuna
4201273,Arabutã,SC,Santa Catarina,"Arabutã, SC",Arabuta
4201307,Araquari,SC,Santa Catarina,"Araquari, SC",Araquari
4201406,Araranguá,SC,Santa Catarina,"Araranguá, SC",Ararangua
4201505,Armazém,SC,Santa Catarina,"Armazém, SC",Armazem
4201604,Arroio Trinta,SC,Santa Catarina,"Arroio Trinta, SC",Arroio Trinta
4201653,Arvoredo,SC,Santa Catarina,"Arvoredo, SC",Arvoredo
4201703,Ascurra,SC,Santa Catarina,"Ascurra, SC",Ascurra
